"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 02 10:39:31 GMT 2023","Thu Feb 02 10:39:31 GMT 2023","412","Basic Host Remote","Check App 2","","","","Check App 2 built and running",""
"passed","Thu Feb 02 10:39:31 GMT 2023","Thu Feb 02 10:39:31 GMT 2023","210","Basic Host Remote","Check App 2","","","","Check buttons in App 2 exist",""
"skipped","Thu Feb 02 10:39:31 GMT 2023","Thu Feb 02 10:39:31 GMT 2023","2","Basic Host Remote","Check App 1","","","","Check App 1 built and running",""
"skipped","Thu Feb 02 10:39:31 GMT 2023","Thu Feb 02 10:39:31 GMT 2023","0","Basic Host Remote","Check App 1","","","","Check buttons in App 1 exist",""
"passed","Thu Feb 02 10:40:43 GMT 2023","Thu Feb 02 10:40:43 GMT 2023","493","Dynamic remotes","Check App 3","","","","Check buttons in App 3 exist",""
"skipped","Thu Feb 02 10:40:42 GMT 2023","Thu Feb 02 10:40:42 GMT 2023","0","Dynamic remotes","Check App 2","","","","Check buttons in App 2 exist",""
"skipped","Thu Feb 02 10:40:42 GMT 2023","Thu Feb 02 10:40:42 GMT 2023","0","Dynamic remotes","Check App 2","","","","Check App 2 built and running",""
"skipped","Thu Feb 02 10:40:42 GMT 2023","Thu Feb 02 10:40:42 GMT 2023","1","Dynamic remotes","Check App 1","","","","Check App 1 built and running",""
"skipped","Thu Feb 02 10:40:42 GMT 2023","Thu Feb 02 10:40:42 GMT 2023","0","Dynamic remotes","Check App 1","","","","Check functionality in App 1",""
"passed","Thu Feb 02 10:40:43 GMT 2023","Thu Feb 02 10:40:44 GMT 2023","341","Dynamic remotes","Check App 3","","","","Check functionality in App 3",""
"skipped","Thu Feb 02 10:40:42 GMT 2023","Thu Feb 02 10:40:42 GMT 2023","0","Dynamic remotes","Check App 2","","","","Check functionality in App 2",""
"skipped","Thu Feb 02 10:40:42 GMT 2023","Thu Feb 02 10:40:42 GMT 2023","1","Dynamic remotes","Check App 1","","","","Check buttons in App 1 exist",""
"passed","Thu Feb 02 10:40:42 GMT 2023","Thu Feb 02 10:40:43 GMT 2023","639","Dynamic remotes","Check App 3","","","","Check App 3 built and running",""
